<<<<<<< HEAD
[3]  Nghiêm cấm cơ quan, tổ chức, cá nhân có hành vi cản trở hoạt động kiểm soát thủ tục hành chính.","","","","","2025-12-15","https://thuvienphapluat.vn/hoi-dap-phap-luat/tu-10122025-khong-can-xuat-trinh-giay-khai-sinh-dang-ky-ket-hon-khi-lam-thu-tuc-hanh-chinh-dung-kho-138073941.html","2026-04-13T04:54:20.841288+00:00"
>>>>>>> 8c62716650a37ad011a66b4bad1a8001acd7c3a1
"138072876","Giấy khai sinh có giờ sinh không?","Căn cứ theo Điều 14  Luật Hộ tịch 2014  quy định về nội dung đăng ký khai sinh như sau:

Điều 14. Nội dung đăng ký khai sinh

1. Nội dung đăng ký khai sinh gồm:

a) Thông tin của người được đăng ký khai sinh: Họ, chữ đệm và tên; giới tính; ngày, tháng, năm sinh; nơi sinh; quê quán; dân tộc; quốc tịch;

b) Thông tin của cha, mẹ người được đăng ký khai sinh: Họ, chữ đệm và tên; năm sinh; dân tộc; quốc tịch; nơi cư trú;

c) Số định danh cá nhân của người được đăng ký khai sinh.

2. Việc xác định quốc tịch, dân tộc, họ của người được khai sinh được thực hiện theo quy định của pháp luật về quốc tịch Việt Nam và pháp luật dân sự.

3. Nội dung đăng ký khai sinh quy định tại khoản 1 Điều này là thông tin hộ tịch cơ bản của cá nhân, được ghi vào Sổ hộ tịch, Giấy khai sinh, cập nhật vào Cơ sở dữ liệu hộ tịch điện tử và Cơ sở dữ liệu quốc gia về dân cư. Hồ sơ, giấy tờ của cá nhân liên quan đến thông tin khai sinh phải phù hợp với nội dung đăng ký khai sinh của người đó.

Chính phủ quy định việc cấp số định danh cá nhân cho người được đăng ký khai sinh.

Theo đó, giấy khai sinh gồm có những nội dung sau:

- Thông tin của người được đăng ký khai sinh: Họ, chữ đệm và tên; giới tính; ngày, tháng, năm sinh; nơi sinh; quê quán; dân tộc; quốc tịch;

- Thông tin của cha, mẹ người được đăng ký khai sinh: Họ, chữ đệm và tên; năm sinh; dân tộc; quốc tịch; nơi cư trú;

- Số định danh cá nhân của người được đăng ký khai sinh.

Như vậy, giấy khai sinh không có giờ sinh.

Xem thêm:

>>>  Hồ sơ đăng ký lại khai sinh gồm những giấy tờ nào?

>>>  Hướng dẫn đăng ký khai sinh online sau sáp nhập tỉnh thành 2025 chi tiết ra sao?

*Trên đây là nội dung thông tin về Giấy khai sinh có giờ sinh không?

Giấy khai sinh có giờ sinh không? (Hình từ Internet)

Căn cứ theo Điều 15  Luật Hộ tịch 2014  quy định về trách nhiệm đăng ký khai sinh như sau:

Điều 15. Trách nhiệm đăng ký khai sinh

1. Trong thời hạn 60 ngày kể từ ngày sinh con, cha hoặc mẹ có trách nhiệm đăng ký khai sinh cho con; trường hợp cha, mẹ không thể đăng ký khai sinh cho con thì ông hoặc bà hoặc người thân thích khác hoặc cá nhân, tổ chức đang nuôi dưỡng trẻ em có trách nhiệm đăng ký khai sinh cho trẻ em.

2. Công chức tư pháp - hộ tịch thường xuyên kiểm tra, đôn đốc việc đăng ký khai sinh cho trẻ em trên địa bàn trong thời hạn quy định; trường hợp cần thiết thì thực hiện đăng ký khai sinh lưu động.

Như vậy, cha mẹ có trách nhiệm phải đăng ký khai sinh cho con trong thời hạn 60 ngày kể từ ngày sinh con.

Nếu cha mẹ không thể đăng ký khai sinh cho con thì ông hoặc bà hoặc người thân thích khác hoặc cá nhân, tổ chức đang nuôi dưỡng trẻ em có trách nhiệm đăng ký khai sinh cho trẻ em.

Căn cứ theo Điều 6  Nghị định 123/2015/NĐ-CP  quy định về giá trị pháp lý của Giấy khai sinh như sau:

Điều 6. Giá trị pháp lý của Giấy khai sinh

1. Giấy khai sinh là giấy tờ hộ tịch gốc của cá nhân.

2. Mọi hồ sơ, giấy tờ của cá nhân có nội dung về họ, chữ đệm, tên; ngày, tháng, năm sinh; giới tính; dân tộc; quốc tịch; quê quán; quan hệ cha, mẹ, con phải phù hợp với Giấy khai sinh của người đó.

3. Trường hợp nội dung trong hồ sơ, giấy tờ cá nhân khác với nội dung trong Giấy khai sinh của người đó thì Thủ trưởng cơ quan, tổ chức quản lý hồ sơ hoặc cấp giấy tờ có trách nhiệm điều chỉnh hồ sơ, giấy tờ theo đúng nội dung trong Giấy khai sinh.

Như vậy, giấy tờ hộ tịch gốc của cá nhân là giấy khai sinh.

Lưu ý:  Mọi hồ sơ, giấy tờ của cá nhân có nội dung về họ, chữ đệm, tên; ngày, tháng, năm sinh; giới tính; dân tộc; quốc tịch; quê quán; quan hệ cha, mẹ, con phải phù hợp với Giấy khai sinh của người đó.

Căn cứ theo Điều 30  Bộ luật Dân sự 2015  về quyền được khai sinh, khai tử quy định:

Điều 30: Quyền được khai sinh, khai tử

1. Cá nhân từ khi sinh ra có quyền được khai sinh.

2. Cá nhân chết phải được khai tử.

3. Trẻ em sinh ra mà sống được từ hai mươi bốn giờ trở lên mới chết thì phải được khai sinh và khai tử; nếu sinh ra mà sống dưới hai mươi bốn giờ thì không phải khai sinh và khai tử, trừ trường hợp cha đẻ, mẹ đẻ có yêu cầu.

4. Việc khai sinh, khai tử do pháp luật về hộ tịch quy định.

Theo quy định trên cá nhân từ khi sinh ra có quyền được khai sinh, pháp luật không cấm cha, mẹ chưa đăng ký kết hôn không được khai sinh cho con.

Như vậy, trường hợp cha mẹ không đăng ký kết hôn vẫn làm giấy khai sinh cho con được.

<<<<<<< HEAD
*Trên đây là bài viết thông tin về Giấy khai sinh có giờ sinh không?","","","2025-12-06","","","0","https://thuvienphapluat.vn/hoi-dap-phap-luat/giay-khai-sinh-co-gio-sinh-khong-138072876.html","2026-04-13T04:54:24.442280+00:00"
=======
*Trên đây là bài viết thông tin về Giấy khai sinh có giờ sinh không?","","","","","2025-12-06","https://thuvienphapluat.vn/hoi-dap-phap-luat/giay-khai-sinh-co-gio-sinh-khong-138072876.html","2026-04-13T04:54:24.442280+00:00"
>>>>>>> 8c62716650a37ad011a66b4bad1a8001acd7c3a1
"138068246","Giờ sinh được ghi ở đâu trên giấy khai sinh?","Dưới đây là giải đáp thắc mắc ""Giờ sinh được ghi ở đâu trên giấy khai sinh?""

Vậy ""Giờ sinh được ghi ở đâu trên giấy khai sinh?""

Căn cứ theo Điều 14  Luật Hộ tịch 2014  quy định như sau:

Điều 14. Nội dung đăng ký khai sinh

1. Nội dung đăng ký khai sinh gồm:

a) Thông tin của người được đăng ký khai sinh: Họ, chữ đệm và tên; giới tính; ngày, tháng, năm sinh; nơi sinh; quê quán; dân tộc; quốc tịch;

b) Thông tin của cha, mẹ người được đăng ký khai sinh: Họ, chữ đệm và tên; năm sinh; dân tộc; quốc tịch; nơi cư trú;

c) Số định danh cá nhân của người được đăng ký khai sinh.

2. Việc xác định quốc tịch, dân tộc, họ của người được khai sinh được thực hiện theo quy định của pháp luật về quốc tịch Việt Nam và pháp luật dân sự.

3. Nội dung đăng ký khai sinh quy định tại khoản 1 Điều này là thông tin hộ tịch cơ bản của cá nhân, được ghi vào Sổ hộ tịch, Giấy khai sinh, cập nhật vào Cơ sở dữ liệu hộ tịch điện tử và Cơ sở dữ liệu quốc gia về dân cư. Hồ sơ, giấy tờ của cá nhân liên quan đến thông tin khai sinh phải phù hợp với nội dung đăng ký khai sinh của người đó.

Chính phủ quy định việc cấp số định danh cá nhân cho người được đăng ký khai sinh.

Như vậy, trên  giấy khai sinh  không ghi giờ sinh của người được đăng ký khai sinh mà ghi ngày, tháng, năm sinh và các thông tin sau:

- Thông tin của người được đăng ký khai sinh: Họ, chữ đệm và tên; giới tính; nơi sinh; quê quán; dân tộc; quốc tịch;

- Thông tin của cha, mẹ người được đăng ký khai sinh: Họ, chữ đệm và tên; năm sinh; dân tộc; quốc tịch; nơi cư trú;

- Số định danh cá nhân của người được đăng ký khai sinh.

* Trên đây là nội dung Giờ sinh được ghi ở đâu trên giấy khai sinh?

Xem thêm

>>  Hồ sơ đăng ký lại khai sinh gồm những giấy tờ nào?

>>  Hướng dẫn cách xác định quốc tịch của trẻ em khi thực hiện thủ tục về khai sinh có cha hoặc mẹ là công dân Việt Nam mới nhất chi tiết ra sao?

Giờ sinh được ghi ở đâu trên giấy khai sinh? (Hình từ Internet)

Căn cứ theo khoản 1 Điều 15  Luật Hộ tịch 2014  quy định như sau:

Điều 15. Trách nhiệm đăng ký khai sinh

1. Trong thời hạn 60 ngày kể từ ngày sinh con, cha hoặc mẹ có trách nhiệm đăng ký khai sinh cho con; trường hợp cha, mẹ không thể đăng ký khai sinh cho con thì ông hoặc bà hoặc người thân thích khác hoặc cá nhân, tổ chức đang nuôi dưỡng trẻ em có trách nhiệm đăng ký khai sinh cho trẻ em.

2. Công chức tư pháp - hộ tịch thường xuyên kiểm tra, đôn đốc việc đăng ký khai sinh cho trẻ em trên địa bàn trong thời hạn quy định; trường hợp cần thiết thì thực hiện đăng ký khai sinh lưu động.

Như vậy, cha hoặc mẹ có trách nhiệm  đăng ký khai sinh  cho con  trong thời hạn 60 ngày kể từ ngày sinh con.

Trường hợp cha, mẹ không thể đăng ký khai sinh cho con thì ông hoặc bà hoặc người thân thích khác hoặc cá nhân, tổ chức đang nuôi dưỡng trẻ em có trách nhiệm đăng ký khai sinh cho trẻ em.

Căn cứ theo khoản 2 Điều 16  Luật Hộ tịch 2014  quy định như sau:

Điều 16. Thủ tục đăng ký khai sinh

1. Người đi đăng ký khai sinh nộp tờ khai theo mẫu quy định và giấy chứng sinh cho cơ quan đăng ký hộ tịch. Trường hợp không có giấy chứng sinh thì nộp văn bản của người làm chứng xác nhận về việc sinh; nếu không có người làm chứng thì phải có giấy cam đoan về việc sinh; trường hợp khai sinh cho trẻ em bị bỏ rơi phải có biên bản xác nhận việc trẻ bị bỏ rơi do cơ quan có thẩm quyền lập; trường hợp khai sinh cho trẻ em sinh ra do mang thai hộ phải có văn bản chứng minh việc mang thai hộ theo quy định pháp luật.

2. Ngay sau khi nhận đủ giấy tờ theo quy định tại khoản 1 Điều này, nếu thấy thông tin khai sinh đầy đủ và phù hợp, công chức tư pháp - hộ tịch ghi nội dung khai sinh theo quy định tại khoản 1 Điều 14 của Luật này vào Sổ hộ tịch; cập nhật vào Cơ sở dữ liệu hộ tịch điện tử, Cơ sở dữ liệu quốc gia về dân cư để lấy Số định danh cá nhân.

Công chức tư pháp - hộ tịch và người đi đăng ký khai sinh cùng ký tên vào Sổ hộ tịch.  Chủ tịch Ủy ban nhân dân cấp xã cấp Giấy khai sinh cho người được đăng ký khai sinh.

3. Chính phủ quy định chi tiết việc đăng ký khai sinh cho trẻ em bị bỏ rơi, trẻ em chưa xác định được cha, mẹ, trẻ em sinh ra do mang thai hộ; việc xác định quê quán của trẻ em bị bỏ rơi, trẻ em chưa xác định được cha, mẹ.

<<<<<<< HEAD
Như vậy, giấy khai sinh sẽ do  Chủ tịch Ủy ban nhân dân cấp xã  cấp.","","","2025-10-31","","","0","https://thuvienphapluat.vn/hoi-dap-phap-luat/gio-sinh-duoc-ghi-o-dau-tren-giay-khai-sinh-138068246.html","2026-04-13T04:54:27.793811+00:00"
=======
Như vậy, giấy khai sinh sẽ do  Chủ tịch Ủy ban nhân dân cấp xã  cấp.","","","","","2025-10-31","https://thuvienphapluat.vn/hoi-dap-phap-luat/gio-sinh-duoc-ghi-o-dau-tren-giay-khai-sinh-138068246.html","2026-04-13T04:54:27.793811+00:00"
>>>>>>> 8c62716650a37ad011a66b4bad1a8001acd7c3a1
"138045416","Sẽ cấp khai sinh cho trẻ em Việt Nam tại nước ngoài theo phương thức trực tuyến?","Ngày 14/3/2025, Thủ tướng Chính phủ ban hành  Chỉ thị 07 /CT-TTg năm 2025  Đẩy mạnh triển khai Đề án phát triển ứng dụng dữ liệu về dân cư, định danh và xác thực điện tử phục vụ chuyển đổi số quốc gia giai đoạn 2022 - 2025, tầm nhìn đến năm 2030 tại các bộ, ngành, địa phương năm 2025 và những năm tiếp theo.

Căn cứ theo Tiểu mục k Mục 2  Chỉ thị 07 /CT-TTg năm 2025  quy định như sau:

2. Các nhiệm vụ trọng tâm tập trung triển khai trong năm 2025

[...]

k) Bộ Ngoại giao

Chủ trì, phối hợp với Bộ Công an, Bộ Tư pháp cấp khai sinh cho trẻ em Việt Nam tại nước ngoài theo phương thức trực tuyến.

- Phối hợp với Bộ Công an lựa chọn 01 quốc gia để kết nối dữ liệu, triển khai thực hiện một số dịch vụ công trực tuyến như xuất nhập cảnh, lao động, y tế, giáo dục cho người dân và doanh nghiệp, báo cáo lộ trình trong tháng 4 năm 2025.

- Phối hợp với Bộ Công an nghiên cứu, đề xuất giải pháp cắt giảm, đơn giản hóa thủ tục cấp thị thực cho người nước ngoài và thực hiện thủ tục cấp thị thực trực tuyến đối với những người nước ngoài đã được thu mẫu sinh trắc học (vân tay, mống mắt), hoàn thành trong tháng 4 năm 2025.

[...]

Theo đó, một trong các nhiệm vụ trọng tâm tập trung triển khai trong năm 2025 đó là Thủ tướng Chính phủ giao Bộ Ngoại chủ trì, phối hợp với Bộ Công an, Bộ Tư pháp thực hiện  cấp khai sinh cho trẻ em Việt Nam tại nước ngoài theo phương thức trực tuyến .

* Trên đây là nội dung Sẽ cấp khai sinh cho trẻ em Việt Nam tại nước ngoài theo phương thức trực tuyến?

Sẽ cấp khai sinh cho trẻ em Việt Nam tại nước ngoài theo phương thức trực tuyến? (Hình từ Internet)

Căn cứ theo Điều 13  Luật Hộ tịch 2014  quy định như sau:

Điều 13. Thẩm quyền đăng ký khai sinh

Ủy ban nhân dân cấp xã nơi cư trú của người cha hoặc người mẹ thực hiện đăng ký khai sinh.

Căn cứ theo Điều 35  Luật Hộ tịch 2014  quy định như sau:

Điều 35. Thẩm quyền đăng ký khai sinh

Ủy ban nhân dân cấp huyện nơi cư trú của người cha hoặc người mẹ thực hiện đăng ký khai sinh cho trẻ em trong các trường hợp sau đây:

1. Trẻ em được sinh ra tại Việt Nam:

a) Có cha hoặc mẹ là công dân Việt Nam còn người kia là người nước ngoài hoặc người không quốc tịch;

b) Có cha hoặc mẹ là công dân Việt Nam cư trú ở trong nước còn người kia là công dân Việt Nam định cư ở nước ngoài;

c) Có cha và mẹ là công dân Việt Nam định cư ở nước ngoài;

d) Có cha và mẹ là người nước ngoài hoặc người không quốc tịch;

2. Trẻ em được sinh ra ở nước ngoài chưa được đăng ký khai sinh về cư trú tại Việt Nam:

a) Có cha và mẹ là công dân Việt Nam;

b) Có cha hoặc mẹ là công dân Việt Nam.

Như vậy, thẩm quyền đăng ký khai sinh được xác định như sau:

- Ủy ban nhân dân cấp xã:  thực hiện đăng ký khai sinh không có yếu tố nước ngoài.

- Ủy ban nhân dân cấp huyện:  thực hiện đăng ký kết hôn có yếu tố nước ngoài trong các trường hợp sau:

+ Trẻ em được sinh ra tại Việt Nam:

++ Có cha hoặc mẹ là công dân Việt Nam còn người kia là người nước ngoài hoặc người không quốc tịch.

++ Có cha hoặc mẹ là công dân Việt Nam cư trú ở trong nước còn người kia là công dân Việt Nam định cư ở nước ngoài.

++ Có cha và mẹ là công dân Việt Nam định cư ở nước ngoài.

++ Có cha và mẹ là người nước ngoài hoặc người không quốc tịch.

+ Trẻ em được sinh ra ở nước ngoài chưa được đăng ký khai sinh về cư trú tại Việt Nam:

++ Có cha và mẹ là công dân Việt Nam.

++ Có cha hoặc mẹ là công dân Việt Nam.

Căn cứ theo khoản 6 Điều 4  Luật Hộ tịch 2014  quy định như sau:

Điều 4. Giải thích từ ngữ

Trong Luật này, những từ ngữ dưới đây được hiểu như sau:

[...]

6. Giấy khai sinh là văn bản do cơ quan nhà nước có thẩm quyền cấp cho cá nhân khi được đăng ký khai sinh;  nội dung Giấy khai sinh bao gồm các thông tin cơ bản về cá nhân theo quy định tại khoản 1 Điều 14 của Luật này.

[...]

Như vậy, nội dung Giấy khai sinh gồm các thông tin cơ bản về cá nhân:

- Thông tin của người được đăng ký khai sinh: Họ, chữ đệm và tên; giới tính; ngày, tháng, năm sinh; nơi sinh; quê quán; dân tộc; quốc tịch;

- Thông tin của cha, mẹ người được đăng ký khai sinh: Họ, chữ đệm và tên; năm sinh; dân tộc; quốc tịch; nơi cư trú;

- Số định danh cá nhân của người được đăng ký khai sinh.

<<<<<<< HEAD
Xem thêm:  Tờ khai đăng ký lại khai sinh lập theo mẫu nào, điền tờ khai như thế nào? Trong trường hợp nào được đăng ký lại khai sinh?","","","2025-03-17","","","0","https://thuvienphapluat.vn/hoi-dap-phap-luat/se-cap-khai-sinh-cho-tre-em-viet-nam-tai-nuoc-ngoai-theo-phuong-thuc-truc-tuyen-138045416.html","2026-04-13T04:54:32.415458+00:00"
=======
Xem thêm:  Tờ khai đăng ký lại khai sinh lập theo mẫu nào, điền tờ khai như thế nào? Trong trường hợp nào được đăng ký lại khai sinh?","","","","","2025-03-17","https://thuvienphapluat.vn/hoi-dap-phap-luat/se-cap-khai-sinh-cho-tre-em-viet-nam-tai-nuoc-ngoai-theo-phuong-thuc-truc-tuyen-138045416.html","2026-04-13T04:54:32.415458+00:00"
>>>>>>> 8c62716650a37ad011a66b4bad1a8001acd7c3a1
"138044540","Muốn ghi tên cha trên giấy khai sinh của con trong trường hợp cha mẹ không đăng ký kết hôn như thế nào?","Căn cứ theo Điều 30  Bộ luật Dân sự 2015  về quyền được khai sinh, khai tử quy định:

Điều 30: Quyền được khai sinh, khai tử

1. Cá nhân từ khi sinh ra có quyền được khai sinh.

2. Cá nhân chết phải được khai tử.

3. Trẻ em sinh ra mà sống được từ hai mươi bốn giờ trở lên mới chết thì phải được khai sinh và khai tử; nếu sinh ra mà sống dưới hai mươi bốn giờ thì không phải khai sinh và khai tử, trừ trường hợp cha đẻ, mẹ đẻ có yêu cầu.

4. Việc khai sinh, khai tử do pháp luật về hộ tịch quy định.

Theo quy định trên cá nhân từ khi sinh ra có quyền được khai sinh, pháp luật không cấm cha, mẹ chưa đăng ký kết hôn không được khai sinh cho con.

Như vậy, trường hợp cha mẹ không đăng ký kết hôn vẫn làm giấy khai sinh cho con được.

Muốn ghi tên cha trên giấy khai sinh của con trong trường hợp cha mẹ không đăng ký kết hôn như thế nào? (Hình ảnh từ Internet)

Căn cứ theo Điều 15  Nghị định 123/2015/NĐ-CP  quy định:

Điều 15: Đăng ký khai sinh cho trẻ chưa xác định được cha, mẹ

1. Ủy ban nhân dân cấp xã nơi trẻ đang cư trú có trách nhiệm đăng ký khai sinh cho trẻ chưa xác định được cha, mẹ.

2. Trường hợp chưa xác định được cha thì khi đăng ký khai sinh họ, dân tộc, quê quán, quốc tịch của con được xác định theo họ, dân tộc, quê quán, quốc tịch của mẹ; phần ghi về cha trong Sổ hộ tịch và Giấy khai sinh của trẻ để trống.

3. Nếu vào thời điểm đăng ký khai sinh người cha yêu cầu làm thủ tục nhận con theo quy định tại Khoản 1 Điều 25 của Luật Hộ tịch thì Ủy ban nhân dân kết hợp giải quyết việc nhận con và đăng ký khai sinh; nội dung đăng ký khai sinh được xác định theo quy định tại Khoản 1 Điều 4 của Nghị định này.

[...]

Theo quy định trên, trong trường hợp cha, mẹ không đăng ký kết hôn thì khi đăng ký khai sinh con được xác định theo họ, dân tộc, quê quán, quốc tịch của mẹ; phần ghi về cha trong Sổ hộ tịch và Giấy khai sinh sẽ để trống.

Tuy nhiên, nếu vào thời điểm đăng ký khai sinh người cha muốn ghi tên cha trên giấy khai sinh của con thì có thể yêu cầu làm thủ tục nhận con theo quy định tại Khoản 1 Điều 25  Luật Hộ tịch 2014  thì Ủy ban nhân dân kết hợp giải quyết việc nhận con và đăng ký khai sinh; nội dung đăng ký khai sinh được xác định theo quy định tại Khoản 1 Điều 4 của  Nghị định 123/2015/NĐ-CP .

Như vậy, muốn ghi tên cha trên giấy khai sinh của con trong trường hợp cha mẹ không đăng ký kết hôn thì có thể yêu cầu làm thủ tục nhận con theo quy định.

Tại Điều 14  Thông tư 04/2020/TT-BTP  quy định về chứng cứ chứng minh quan hệ cha, mẹ, con như sau:

Điều 14. Chứng cứ chứng minh quan hệ cha, mẹ, con

Chứng cứ để chứng minh quan hệ cha, mẹ, con theo quy định tại khoản 1 Điều 25 và khoản 1 Điều 44 của Luật hộ tịch gồm một trong các giấy tờ, tài liệu sau đây:

1. Văn bản của cơ quan y tế, cơ quan giám định hoặc cơ quan, tổ chức khác có thẩm quyền ở trong nước hoặc nước ngoài xác nhận quan hệ cha con, quan hệ mẹ con.

2. Trường hợp không có chứng cứ chứng minh quan hệ cha, mẹ, con theo quy định tại khoản 1 Điều này thì các bên nhận cha, mẹ, con lập văn bản cam đoan về mối quan hệ cha, mẹ, con theo quy định tại Điều 5 Thông tư này, có ít nhất hai người làm chứng về mối quan hệ cha, mẹ, con.

Như vậy, chứng cứ chứng minh quan hệ cha, con khi làm thủ tục đăng ký nhận cha, con gồm: Văn bản của cơ quan y tế, cơ quan giám định hoặc cơ quan, tổ chức khác có thẩm quyền ở trong nước hoặc nước ngoài xác nhận quan hệ cha con (có thể lấy kết quả giám định ADN của cơ quan có thẩm quyền là chứng cứ chứng minh quan hệ cha, con).

<<<<<<< HEAD
Nếu không có kết quả giám định ADN, cha, mẹ lập văn bản cam đoan về mối quan hệ cha, con theo quy định và phải có ít nhất hai người làm chứng về mối quan hệ cha, con.","","","2025-03-03","","","0","https://thuvienphapluat.vn/hoi-dap-phap-luat/muon-ghi-ten-cha-tren-giay-khai-sinh-cua-con-trong-truong-hop-cha-me-khong-dang-ky-ket-hon-nhu-the--138044540.html","2026-04-13T04:54:36.376087+00:00"
=======
Nếu không có kết quả giám định ADN, cha, mẹ lập văn bản cam đoan về mối quan hệ cha, con theo quy định và phải có ít nhất hai người làm chứng về mối quan hệ cha, con.","","","","","2025-03-03","https://thuvienphapluat.vn/hoi-dap-phap-luat/muon-ghi-ten-cha-tren-giay-khai-sinh-cua-con-trong-truong-hop-cha-me-khong-dang-ky-ket-hon-nhu-the--138044540.html","2026-04-13T04:54:36.376087+00:00"
>>>>>>> 8c62716650a37ad011a66b4bad1a8001acd7c3a1
